section,category,metric,type,date,value
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Asian - Non Hispanic,NA,2.1999999999999997
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Asian - Non Hispanic,NA,2.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Asian - Non Hispanic,NA,2.3
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Asian - Non Hispanic,NA,2.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Asian - Non Hispanic,NA,1.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Asian - Non Hispanic,NA,0.8999999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Asian - Non Hispanic,NA,0.7000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Asian - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Asian - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Asian - Non Hispanic,NA,0.5
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Asian - Non Hispanic,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Asian - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Asian - Non Hispanic,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Asian - Non Hispanic,NA,0.8
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Asian - Non Hispanic,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Black or African American - Non Hispanic,NA,2.1999999999999997
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Black or African American - Non Hispanic,NA,6
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Black or African American - Non Hispanic,NA,0.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Black or African American - Non Hispanic,NA,5.800000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Black or African American - Non Hispanic,NA,0.8999999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Black or African American - Non Hispanic,NA,2.9000000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Black or African American - Non Hispanic,NA,0.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Black or African American - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Black or African American - Non Hispanic,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Black or African American - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Black or African American - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Black or African American - Non Hispanic,NA,1
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Black or African American - Non Hispanic,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Black or African American - Non Hispanic,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Black or African American - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Black or African American - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Black or African American - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,"Hispanic, All Races",NA,9.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,"Hispanic, All Races",NA,3.5000000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,"Hispanic, All Races",NA,3.4000000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,"Hispanic, All Races",NA,7.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,"Hispanic, All Races",NA,1.7999999999999998
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,"Hispanic, All Races",NA,3.5000000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,"Hispanic, All Races",NA,3.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,"Hispanic, All Races",NA,2.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,"Hispanic, All Races",NA,2.7
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,"Hispanic, All Races",NA,3.8
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,"Hispanic, All Races",NA,3
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,"Hispanic, All Races",NA,15
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,"Hispanic, All Races",NA,9.4
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,"Hispanic, All Races",NA,8.6
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,"Hispanic, All Races",NA,3.5999999999999996
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,"Hispanic, All Races",NA,7.8
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,"Hispanic, All Races",NA,2.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Multi Race - Non Hispanic,NA,2.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Multi Race - Non Hispanic,NA,2.8000000000000003
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Multi Race - Non Hispanic,NA,1.4000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Multi Race - Non Hispanic,NA,2.8000000000000003
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Multi Race - Non Hispanic,NA,1.4000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Multi Race - Non Hispanic,NA,1.4000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Multi Race - Non Hispanic,NA,1.7000000000000002
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Multi Race - Non Hispanic,NA,1.0999999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Multi Race - Non Hispanic,NA,0.8
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Multi Race - Non Hispanic,NA,0.7000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Multi Race - Non Hispanic,NA,0.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Multi Race - Non Hispanic,NA,0.7000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Multi Race - Non Hispanic,NA,0.7000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Multi Race - Non Hispanic,NA,0.6
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Multi Race - Non Hispanic,NA,1
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Multi Race - Non Hispanic,NA,1.0999999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Multi Race - Non Hispanic,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Native Hawaiian or Other Pacific Islander - Non Hispanic,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Other,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Other,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Other,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Other,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Other,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Other,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Other,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Other,NA,0.5
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Other,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Unknown,NA,17.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Unknown,NA,13.600000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Unknown,NA,9.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Unknown,NA,15.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Unknown,NA,11.4
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Unknown,NA,11.600000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Unknown,NA,13.700000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Unknown,NA,5.6000000000000005
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Unknown,NA,16.6
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Unknown,NA,8.4
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Unknown,NA,22.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Unknown,NA,22.6
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Unknown,NA,21.4
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Unknown,NA,22.2
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Unknown,NA,15.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Unknown,NA,8.200000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Unknown,NA,25.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,White - Non Hispanic,NA,64.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,White - Non Hispanic,NA,69.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,White - Non Hispanic,NA,82.19999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,White - Non Hispanic,NA,64.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,White - Non Hispanic,NA,81.89999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,White - Non Hispanic,NA,78.10000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,White - Non Hispanic,NA,78.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,White - Non Hispanic,NA,89.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,White - Non Hispanic,NA,78.60000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,White - Non Hispanic,NA,86
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,White - Non Hispanic,NA,72.39999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,White - Non Hispanic,NA,59.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,White - Non Hispanic,NA,67.4
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,White - Non Hispanic,NA,67.30000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,White - Non Hispanic,NA,72.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,White - Non Hispanic,NA,81
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,White - Non Hispanic,NA,71.3
County-level Data,Doses Distributed,Park County,Count,NA,1200
County-level Data,Doses Distributed,Elbert County,Count,NA,500
County-level Data,Doses Distributed,Las Animas County,Count,NA,4700
County-level Data,Doses Distributed,Prowers County,Count,NA,3200
County-level Data,Doses Distributed,Saguache County,Count,NA,1500
County-level Data,Doses Distributed,San Juan County,Count,NA,800
County-level Data,Doses Distributed,Sedgwick County,Count,NA,1800
County-level Data,Doses Distributed,Moffat County,Count,NA,3800
County-level Data,Doses Distributed,Archuleta County,Count,NA,800
County-level Data,Doses Distributed,Montezuma County,Count,NA,6950
County-level Data,Doses Distributed,Boulder County,Count,NA,73225
County-level Data,Doses Distributed,Chaffee County,Count,NA,7150
County-level Data,Doses Distributed,Baca County,Count,NA,1600
County-level Data,Doses Distributed,Jackson County,Count,NA,400
County-level Data,Doses Distributed,Logan County,Count,NA,5175
County-level Data,Doses Distributed,Huerfano County,Count,NA,2300
County-level Data,Doses Distributed,Bent County,Count,NA,1000
County-level Data,Doses Distributed,Gunnison County,Count,NA,6925
County-level Data,Doses Distributed,Lincoln County,Count,NA,1700
County-level Data,Doses Distributed,Custer County,Count,NA,1400
County-level Data,Doses Distributed,Eagle County,Count,NA,17000
County-level Data,Doses Distributed,Pitkin County,Count,NA,6025
County-level Data,Doses Distributed,Douglas County,Count,NA,43400
County-level Data,Doses Distributed,La Plata County,Count,NA,19225
County-level Data,Doses Distributed,Fremont County,Count,NA,6100
County-level Data,Doses Distributed,Delta County,Count,NA,6300
County-level Data,Doses Distributed,Mesa County,Count,NA,33700
County-level Data,Doses Distributed,Kiowa County,Count,NA,1200
County-level Data,Doses Distributed,Hinsdale County,Count,NA,600
County-level Data,Doses Distributed,Conejos County,Count,NA,1500
County-level Data,Doses Distributed,Broomfield County,Count,NA,8375
County-level Data,Doses Distributed,Crowley County,Count,NA,700
County-level Data,Doses Distributed,Alamosa County,Count,NA,8750
County-level Data,Doses Distributed,Cheyenne County,Count,NA,900
County-level Data,Doses Distributed,Mineral County,Count,NA,700
County-level Data,Doses Distributed,Rio Grande County,Count,NA,2200
County-level Data,Doses Distributed,El Paso County,Count,NA,121550
County-level Data,Doses Distributed,Kit Carson County,Count,NA,1800
County-level Data,Doses Distributed,Denver County,Count,NA,174850
County-level Data,Doses Distributed,Lake County,Count,NA,2100
County-level Data,Doses Distributed,Arapahoe County,Count,NA,56250
County-level Data,Doses Distributed,Yuma County,Count,NA,2300
County-level Data,Doses Distributed,Ouray County,Count,NA,1100
County-level Data,Doses Distributed,Garfield County,Count,NA,11750
County-level Data,Doses Distributed,Gilpin County,Count,NA,1100
County-level Data,Doses Distributed,Summit County,Count,NA,9050
County-level Data,Doses Distributed,Otero County,Count,NA,5875
County-level Data,Doses Distributed,Pueblo County,Count,NA,53575
County-level Data,Doses Distributed,San Miguel County,Count,NA,2100
County-level Data,Doses Distributed,Phillips County,Count,NA,2200
County-level Data,Doses Distributed,Rio Blanco County,Count,NA,2500
County-level Data,Doses Distributed,Jefferson County,Count,NA,86550
County-level Data,Doses Distributed,Larimer County,Count,NA,66325
County-level Data,Doses Distributed,Weld County,Count,NA,37475
County-level Data,Doses Distributed,Routt County,Count,NA,6525
County-level Data,Doses Distributed,Adams County,Count,NA,175100
County-level Data,Doses Distributed,Washington County,Count,NA,600
County-level Data,Doses Distributed,Teller County,Count,NA,2300
County-level Data,Doses Distributed,Grand County,Count,NA,4000
County-level Data,Doses Distributed,Dolores County,Count,NA,400
County-level Data,Doses Distributed,Costilla County,Count,NA,1400
County-level Data,Doses Distributed,Montrose County,Count,NA,9400
County-level Data,Doses Distributed,Clear Creek County,Count,NA,1800
County-level Data,Doses Distributed,Morgan County,Count,NA,4800
County-level Data,"Doses Distributed per 100,000 People",Park County,"Rate per 100,000",NA,6368
County-level Data,"Doses Distributed per 100,000 People",Elbert County,"Rate per 100,000",NA,1874
County-level Data,"Doses Distributed per 100,000 People",Las Animas County,"Rate per 100,000",NA,32429
County-level Data,"Doses Distributed per 100,000 People",Prowers County,"Rate per 100,000",NA,26398
County-level Data,"Doses Distributed per 100,000 People",Saguache County,"Rate per 100,000",NA,21981
County-level Data,"Doses Distributed per 100,000 People",San Juan County,"Rate per 100,000",NA,110193
County-level Data,"Doses Distributed per 100,000 People",Sedgwick County,"Rate per 100,000",NA,80754
County-level Data,"Doses Distributed per 100,000 People",Moffat County,"Rate per 100,000",NA,28675
County-level Data,"Doses Distributed per 100,000 People",Archuleta County,"Rate per 100,000",NA,5713
County-level Data,"Doses Distributed per 100,000 People",Montezuma County,"Rate per 100,000",NA,26567
County-level Data,"Doses Distributed per 100,000 People",Boulder County,"Rate per 100,000",NA,22382
County-level Data,"Doses Distributed per 100,000 People",Chaffee County,"Rate per 100,000",NA,35116
County-level Data,"Doses Distributed per 100,000 People",Baca County,"Rate per 100,000",NA,44994
County-level Data,"Doses Distributed per 100,000 People",Jackson County,"Rate per 100,000",NA,28923
County-level Data,"Doses Distributed per 100,000 People",Logan County,"Rate per 100,000",NA,23615
County-level Data,"Doses Distributed per 100,000 People",Huerfano County,"Rate per 100,000",NA,33557
County-level Data,"Doses Distributed per 100,000 People",Bent County,"Rate per 100,000",NA,17247
County-level Data,"Doses Distributed per 100,000 People",Gunnison County,"Rate per 100,000",NA,39583
County-level Data,"Doses Distributed per 100,000 People",Lincoln County,"Rate per 100,000",NA,29866
County-level Data,"Doses Distributed per 100,000 People",Custer County,"Rate per 100,000",NA,27673
County-level Data,"Doses Distributed per 100,000 People",Eagle County,"Rate per 100,000",NA,30870
County-level Data,"Doses Distributed per 100,000 People",Pitkin County,"Rate per 100,000",NA,33932
County-level Data,"Doses Distributed per 100,000 People",Douglas County,"Rate per 100,000",NA,12346
County-level Data,"Doses Distributed per 100,000 People",La Plata County,"Rate per 100,000",NA,34164
County-level Data,"Doses Distributed per 100,000 People",Fremont County,"Rate per 100,000",NA,12803
County-level Data,"Doses Distributed per 100,000 People",Delta County,"Rate per 100,000",NA,20210
County-level Data,"Doses Distributed per 100,000 People",Mesa County,"Rate per 100,000",NA,21751
County-level Data,"Doses Distributed per 100,000 People",Kiowa County,"Rate per 100,000",NA,86022
County-level Data,"Doses Distributed per 100,000 People",Hinsdale County,"Rate per 100,000",NA,73260
County-level Data,"Doses Distributed per 100,000 People",Conejos County,"Rate per 100,000",NA,18380
County-level Data,"Doses Distributed per 100,000 People",Broomfield County,"Rate per 100,000",NA,11835
County-level Data,"Doses Distributed per 100,000 People",Crowley County,"Rate per 100,000",NA,11605
County-level Data,"Doses Distributed per 100,000 People",Alamosa County,"Rate per 100,000",NA,54076
County-level Data,"Doses Distributed per 100,000 People",Cheyenne County,"Rate per 100,000",NA,49315
County-level Data,"Doses Distributed per 100,000 People",Mineral County,"Rate per 100,000",NA,91623
County-level Data,"Doses Distributed per 100,000 People",Rio Grande County,"Rate per 100,000",NA,19576
County-level Data,"Doses Distributed per 100,000 People",El Paso County,"Rate per 100,000",NA,16824
County-level Data,"Doses Distributed per 100,000 People",Kit Carson County,"Rate per 100,000",NA,25253
County-level Data,"Doses Distributed per 100,000 People",Denver County,"Rate per 100,000",NA,23977
County-level Data,"Doses Distributed per 100,000 People",Lake County,"Rate per 100,000",NA,25987
County-level Data,"Doses Distributed per 100,000 People",Arapahoe County,"Rate per 100,000",NA,8564
County-level Data,"Doses Distributed per 100,000 People",Yuma County,"Rate per 100,000",NA,22856
County-level Data,"Doses Distributed per 100,000 People",Ouray County,"Rate per 100,000",NA,22294
County-level Data,"Doses Distributed per 100,000 People",Garfield County,"Rate per 100,000",NA,19529
County-level Data,"Doses Distributed per 100,000 People",Gilpin County,"Rate per 100,000",NA,17699
County-level Data,"Doses Distributed per 100,000 People",Summit County,"Rate per 100,000",NA,29210
County-level Data,"Doses Distributed per 100,000 People",Otero County,"Rate per 100,000",NA,32137
County-level Data,"Doses Distributed per 100,000 People",Pueblo County,"Rate per 100,000",NA,31869
County-level Data,"Doses Distributed per 100,000 People",San Miguel County,"Rate per 100,000",NA,25691
County-level Data,"Doses Distributed per 100,000 People",Phillips County,"Rate per 100,000",NA,51426
County-level Data,"Doses Distributed per 100,000 People",Rio Blanco County,"Rate per 100,000",NA,39638
County-level Data,"Doses Distributed per 100,000 People",Jefferson County,"Rate per 100,000",NA,14844
County-level Data,"Doses Distributed per 100,000 People",Larimer County,"Rate per 100,000",NA,18582
County-level Data,"Doses Distributed per 100,000 People",Weld County,"Rate per 100,000",NA,11575
County-level Data,"Doses Distributed per 100,000 People",Routt County,"Rate per 100,000",NA,25437
County-level Data,"Doses Distributed per 100,000 People",Adams County,"Rate per 100,000",NA,33811
County-level Data,"Doses Distributed per 100,000 People",Washington County,"Rate per 100,000",NA,12653
County-level Data,"Doses Distributed per 100,000 People",Teller County,"Rate per 100,000",NA,9071
County-level Data,"Doses Distributed per 100,000 People",Grand County,"Rate per 100,000",NA,25449
County-level Data,"Doses Distributed per 100,000 People",Dolores County,"Rate per 100,000",NA,19637
County-level Data,"Doses Distributed per 100,000 People",Costilla County,"Rate per 100,000",NA,36157
County-level Data,"Doses Distributed per 100,000 People",Montrose County,"Rate per 100,000",NA,21981
County-level Data,"Doses Distributed per 100,000 People",Clear Creek County,"Rate per 100,000",NA,18480
County-level Data,"Doses Distributed per 100,000 People",Morgan County,"Rate per 100,000",NA,16561
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Adams County,Difference of percentage points,NA,6.54
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Alamosa County,Difference of percentage points,NA,0.5
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Arapahoe County,Difference of percentage points,NA,-6.41
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Archuleta County,Difference of percentage points,NA,-0.17
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Baca County,Difference of percentage points,NA,0.08
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Bent County,Difference of percentage points,NA,-0.01
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Boulder County,Difference of percentage points,NA,0.82
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Broomfield County,Difference of percentage points,NA,-0.48
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Chaffee County,Difference of percentage points,NA,0.28
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Cheyenne County,Difference of percentage points,NA,0.05
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Clear Creek County,Difference of percentage points,NA,-0.01
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Conejos County,Difference of percentage points,NA,-0.01
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Costilla County,Difference of percentage points,NA,0.06
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Crowley County,Difference of percentage points,NA,-0.04
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Custer County,Difference of percentage points,NA,0.04
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Delta County,Difference of percentage points,NA,0.02
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Denver County,Difference of percentage points,NA,2.86
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Dolores County,Difference of percentage points,NA,0
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Douglas County,Difference of percentage points,NA,-2.25
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Eagle County,Difference of percentage points,NA,0.55
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,El Paso County,Difference of percentage points,NA,-1.75
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Elbert County,Difference of percentage points,NA,-0.42
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Fremont County,Difference of percentage points,NA,-0.29
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Garfield County,Difference of percentage points,NA,0
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Gilpin County,Difference of percentage points,NA,-0.01
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Grand County,Difference of percentage points,NA,0.08
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Gunnison County,Difference of percentage points,NA,0.31
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Hinsdale County,Difference of percentage points,NA,0.04
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Huerfano County,Difference of percentage points,NA,0.09
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Jackson County,Difference of percentage points,NA,0.01
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Jefferson County,Difference of percentage points,NA,-2.44
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Kiowa County,Difference of percentage points,NA,0.08
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Kit Carson County,Difference of percentage points,NA,0.04
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,La Plata County,Difference of percentage points,NA,0.73
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Lake County,Difference of percentage points,NA,0.05
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Larimer County,Difference of percentage points,NA,-0.31
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Las Animas County,Difference of percentage points,NA,0.17
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Lincoln County,Difference of percentage points,NA,0.05
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Logan County,Difference of percentage points,NA,0.08
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Mesa County,Difference of percentage points,NA,0.3
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Mineral County,Difference of percentage points,NA,0.05
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Moffat County,Difference of percentage points,NA,0.11
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Montezuma County,Difference of percentage points,NA,0.16
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Montrose County,Difference of percentage points,NA,0.09
